Points
[[-8.632746, 41.14692], [-8.63245524489796, 41.1511142970039], [-8.63216448979592, 41.1517222163265], [-8.63187373469388, 41.1493380244898], [-8.63158297959184, 41.1498597606679], [-8.6312922244898, 41.1529259053803], [-8.63100146938775, 41.1540676962785], [-8.63071071428571, 41.1526832814499], [-8.63041995918367, 41.1482004453244], [-8.63012920408163, 41.1469493016582], [-8.62983844897959, 41.1504900816327], [-8.62954769387755, 41.1507969897959], [-8.62925693877551, 41.1511038979592], [-8.62896618367347, 41.1516524387755], [-8.62867542857143, 41.1523063943249], [-8.62838467346939, 41.1506076675985], [-8.62809391836735, 41.1489089408722], [-8.62780316326531, 41.1472102141459], [-8.62751240816326, 41.1455114874196], [-8.62722165306122, 41.1447146899019], [-8.62693089795918, 41.1447486742645], [-8.62664014285714, 41.1447720806224], [-8.6263493877551, 41.1447288991716], [-8.62605863265306, 41.1446857177208], [-8.62576787755102, 41.14464253627], [-8.62547712244898, 41.1445993548192], [-8.62518636734694, 41.1445561733684], [-8.6248956122449, 41.1445129919176], [-8.62460485714286, 41.1444698104668], [-8.62431410204082, 41.144426629016], [-8.62402334693878, 41.1443834475652], [-8.62373259183673, 41.1443046734694], [-8.62344183673469, 41.1442145393878], [-8.62315108163265, 41.1441244053061], [-8.62286032653061, 41.1440342712245], [-8.62256957142857, 41.1439441371429], [-8.62227881632653, 41.1438540030612], [-8.62198806122449, 41.1436971865889], [-8.62169730612245, 41.1434895043732], [-8.62140655102041, 41.1432818221574], [-8.62111579591837, 41.1430741399417], [-8.62082504081633, 41.1428664577259], [-8.62053428571429, 41.1426587755102], [-8.62024353061224, 41.1424561964422], [-8.6199527755102, 41.1422665059478], [-8.61966202040816, 41.1420768154535], [-8.61937126530612, 41.1418871249591], [-8.61908051020408, 41.1416974344647], [-8.61878975510204, 41.1415077439703], [-8.618499, 41.141376]]
[[-8.632845, 41.168205], [-8.63284279591837, 41.1681983877551], [-8.63284059183673, 41.1681917755102], [-8.6328383877551, 41.1681851632653], [-8.63283618367347, 41.1681785510204], [-8.63283397959184, 41.1681800204082], [-8.6328317755102, 41.1681822244898], [-8.63282957142857, 41.1681844285714], [-8.63282736734694, 41.1681866326531], [-8.63282516326531, 41.168187], [-8.63282295918367, 41.168187], [-8.63282075510204, 41.168187], [-8.63281855102041, 41.168187], [-8.63281634693877, 41.1681914081633], [-8.63281414285714, 41.1681972857143], [-8.63281193877551, 41.1682031632653], [-8.63280973469388, 41.1682090408163], [-8.63280753061225, 41.1682149183673], [-8.63280532653061, 41.1682207959184], [-8.63280312244898, 41.1682266734694], [-8.63280091836735, 41.1682325510204], [-8.63279871428571, 41.1682362244898], [-8.63279651020408, 41.1682383236152], [-8.63279430612245, 41.1682404227405], [-8.63279210204082, 41.1682425218659], [-8.63278989795918, 41.1682446209913], [-8.63278769387755, 41.1682467201166], [-8.63278548979592, 41.168248819242], [-8.63278328571429, 41.1682509183673], [-8.63278108163265, 41.1682530174927], [-8.63277887755102, 41.1682551166181], [-8.63277667346939, 41.1682572157434], [-8.63277446938775, 41.1682593148688], [-8.63277226530612, 41.1682614139942], [-8.63277006122449, 41.1682635131195], [-8.63276785714286, 41.1682656122449], [-8.63276565306123, 41.1682677113703], [-8.63276344897959, 41.1682698104956], [-8.63276124489796, 41.168271909621], [-8.63275904081633, 41.1682740087464], [-8.63275683673469, 41.1682761078717], [-8.63275463265306, 41.1682782069971], [-8.63275242857143, 41.1682803061224], [-8.6327502244898, 41.1682824052478], [-8.63274802040816, 41.1682845043732], [-8.63274581632653, 41.1682866034985], [-8.6327436122449, 41.1682887026239], [-8.63274140816327, 41.1682908017493], [-8.63273920408163, 41.1682929008746], [-8.632737, 41.168295]]
[[-8.653158, 41.14836], [-8.65182269387755, 41.1502893061224], [-8.6504873877551, 41.1492963972937], [-8.64915208163265, 41.1516957857143], [-8.6478167755102, 41.1549409554731], [-8.64648146938775, 41.1571394897959], [-8.64514616326531, 41.1544399959184], [-8.64381085714286, 41.1528376285714], [-8.64247555102041, 41.151243483871], [-8.64114024489796, 41.1496605], [-8.63980493877551, 41.1451125428571], [-8.63846963265306, 41.1413364549959], [-8.63713432653061, 41.1332959744898], [-8.63579902040816, 41.1276066297376], [-8.63446371428571, 41.1256868839286], [-8.63312840816326, 41.1182974537449], [-8.63179310204082, 41.1174772911012], [-8.63045779591837, 41.1166571284575], [-8.62912248979592, 41.116038829646], [-8.62778718367347, 41.1156045597345], [-8.62645187755102, 41.115170289823], [-8.62511657142857, 41.1148026522146], [-8.62378126530612, 41.1145081851439], [-8.62244595918367, 41.1142137180733], [-8.62111065306122, 41.1139181148739], [-8.61977534693878, 41.1136207322877], [-8.61844004081633, 41.1133233497015], [-8.61710473469388, 41.1130256854103], [-8.61576942857143, 41.1127273723404], [-8.61443412244898, 41.1124290592705], [-8.61309881632653, 41.1121257556415], [-8.61176351020408, 41.1117904585094], [-8.61042820408163, 41.1114551613773], [-8.60909289795918, 41.1110646712018], [-8.60775759183674, 41.1099931292517], [-8.60642228571429, 41.1154701428571], [-8.60508697959184, 41.1108202772848], [-8.60375167346939, 41.1145827687075], [-8.60241636734694, 41.1139378012227], [-8.60108106122449, 41.1129789690731], [-8.59974575510204, 41.1119755261888], [-8.59841044897959, 41.1108625123777], [-8.59707514285714, 41.1092506635672], [-8.59573983673469, 41.1087028868008], [-8.59440453061224, 41.1081378845581], [-8.5930692244898, 41.1070891248139], [-8.59173391836735, 41.106004191585], [-8.5903986122449, 41.1048865344781], [-8.58906330612245, 41.0991156603498], [-8.587728, 41.097942]]
[[-8.638227, 41.159592], [-8.63764567346939, 41.1593013367347], [-8.63706434693878, 41.1591759442434], [-8.63648302040816, 41.1590860031575], [-8.63590169387755, 41.1589960620716], [-8.63532036734694, 41.1589061209858], [-8.63473904081633, 41.1588906091556], [-8.63415771428572, 41.1589039423329], [-8.6335763877551, 41.1589172755102], [-8.63299506122449, 41.1609510714286], [-8.63241373469388, 41.1619170939925], [-8.63183240816327, 41.1622773526876], [-8.63125108163265, 41.1626267244485], [-8.63066975510204, 41.162887968355], [-8.63008842857143, 41.1631492122614], [-8.62950710204082, 41.1634104561679], [-8.6289257755102, 41.1635883809524], [-8.62834444897959, 41.1635582380952], [-8.62776312244898, 41.1635280952381], [-8.62718179591837, 41.163497952381], [-8.62660046938776, 41.1634671357587], [-8.62601914285714, 41.1634306273292], [-8.62543781632653, 41.1633941188997], [-8.62485648979592, 41.1633576104703], [-8.62427516326531, 41.1632662878026], [-8.6236938367347, 41.1631689494067], [-8.62311251020408, 41.1630716110109], [-8.62253118367347, 41.1629882444461], [-8.62194985714286, 41.1629153104902], [-8.62136853061225, 41.1628423765344], [-8.62078720408163, 41.1627694425785], [-8.62020587755102, 41.1627048175634], [-8.61962455102041, 41.1626539270254], [-8.6190432244898, 41.1626030364873], [-8.61846189795918, 41.1625521459493], [-8.61788057142857, 41.1625012554113], [-8.61729924489796, 41.1624378843048], [-8.61671791836735, 41.1623709690207], [-8.61613659183674, 41.1623040537366], [-8.61555526530612, 41.1622371384525], [-8.61497393877551, 41.1621683836885], [-8.6143926122449, 41.162097594849], [-8.61381128571429, 41.1620268060095], [-8.61322995918367, 41.16195601717], [-8.61264863265306, 41.1603727333333], [-8.61206730612245, 41.1548867333333], [-8.61148597959184, 41.1503597580175], [-8.61090465306122, 41.1545298857143], [-8.61032332653061, 41.1529575568513], [-8.609742, 41.1615]]
[[-8.613351, 41.1669], [-8.61330324489796, 41.1648588367345], [-8.61325548979592, 41.1566031734693], [-8.61320773469388, 41.1558856029685], [-8.61315997959184, 41.157837773655], [-8.61311222448979, 41.1597899443414], [-8.61306446938775, 41.1617421150279], [-8.61301671428571, 41.1636942857144], [-8.61296895918367, 41.1656464564008], [-8.61292120408163, 41.1642244285713], [-8.61287344897959, 41.1596781428571], [-8.61282569387755, 41.1551318571427], [-8.61277793877551, 41.1541727142857], [-8.61273018367347, 41.1548078571429], [-8.61268242857143, 41.155443], [-8.61263467346939, 41.1560781428572], [-8.61258691836735, 41.1567132857143], [-8.61253916326531, 41.1573294042386], [-8.61249140816327, 41.1574699144427], [-8.61244365306122, 41.1576104246468], [-8.61239589795918, 41.1577509348509], [-8.61234814285714, 41.157891445055], [-8.6123003877551, 41.158031955259], [-8.61225263265306, 41.1581724654631], [-8.61220487755102, 41.1583129756672], [-8.61215712244898, 41.1584534858713], [-8.61210936734694, 41.1585939960754], [-8.6120616122449, 41.158273010204], [-8.61201385714286, 41.1564782142857], [-8.61196610204082, 41.1546834183673], [-8.61191834693878, 41.156686742274], [-8.61187059183673, 41.1572570746356], [-8.61182283673469, 41.1578274069971], [-8.61177508163265, 41.1583977393586], [-8.61172732653061, 41.1589680717201], [-8.61167957142857, 41.1595384040816], [-8.61163181632653, 41.1601087364432], [-8.61158406122449, 41.1613517020409], [-8.61153630612245, 41.1634561102041], [-8.61148855102041, 41.1655605183674], [-8.61144079591837, 41.1649629294991], [-8.61139304081633, 41.1626489777365], [-8.61134528571429, 41.1617164285714], [-8.61129753061224, 41.1619679387755], [-8.6112497755102, 41.1622194489796], [-8.61120202040816, 41.1627025867347], [-8.61115426530612, 41.163279627551], [-8.61110651020408, 41.1638566683674], [-8.61105875510204, 41.1644337091837], [-8.611011, 41.164263]]
[[-8.620353, 41.147352], [-8.62016344897959, 41.1470284635568], [-8.61997389795918, 41.1468427034569], [-8.61978434693878, 41.1468794531445], [-8.61959479591837, 41.1469162028322], [-8.61940524489796, 41.1469529525198], [-8.61921569387755, 41.1469897022074], [-8.61902614285714, 41.147026451895], [-8.61883659183673, 41.1470632015827], [-8.61864704081633, 41.1470999512703], [-8.61845748979592, 41.1471367009579], [-8.61826793877551, 41.1471734506456], [-8.6180783877551, 41.1472102003332], [-8.61788883673469, 41.1472469500208], [-8.61769928571429, 41.1472836997085], [-8.61750973469388, 41.1473204493961], [-8.61732018367347, 41.1473571990837], [-8.61713063265306, 41.1473939487713], [-8.61694108163265, 41.147430698459], [-8.61675153061224, 41.1474674481466], [-8.61656197959184, 41.1475041978342], [-8.61637242857143, 41.1475409475219], [-8.61618287755102, 41.1475776972095], [-8.61599332653061, 41.1476144468971], [-8.6158037755102, 41.1476511965848], [-8.6156142244898, 41.1476879462724], [-8.61542467346939, 41.14772469596], [-8.61523512244898, 41.1477614456476], [-8.61504557142857, 41.1477981953353], [-8.61485602040816, 41.1478349450229], [-8.61466646938776, 41.1478716947105], [-8.61447691836735, 41.1479084443982], [-8.61428736734694, 41.1479451940858], [-8.61409781632653, 41.1479819437734], [-8.61390826530612, 41.1480186934611], [-8.61371871428571, 41.1480554431487], [-8.61352916326531, 41.1480921928363], [-8.6133396122449, 41.1481289425239], [-8.61315006122449, 41.1481656922116], [-8.61296051020408, 41.1482024418992], [-8.61277095918367, 41.1481625481279], [-8.61258140816327, 41.1481118021854], [-8.61239185714286, 41.148061056243], [-8.61220230612245, 41.1480103103005], [-8.61201275510204, 41.147959564358], [-8.61182320408163, 41.1479088184156], [-8.61163365306122, 41.147999277156], [-8.61144410204082, 41.1481154535879], [-8.61125455102041, 41.1482316300198], [-8.611065, 41.149431]]
[[-8.61111, 41.162976], [-8.61071804081633, 41.1644488349601], [-8.61032608163265, 41.1644564090506], [-8.60993412244898, 41.1644639831411], [-8.60954216326531, 41.1644715572316], [-8.60915020408163, 41.1644786900107], [-8.60875824489796, 41.1644608111708], [-8.60836628571429, 41.1644429323308], [-8.60797432653061, 41.1644250534909], [-8.60758236734694, 41.1644071746509], [-8.60719040816327, 41.164389295811], [-8.60679844897959, 41.164371416971], [-8.60640648979592, 41.1645976480971], [-8.60601453061224, 41.1649235968183], [-8.60562257142857, 41.1651458098988], [-8.6052306122449, 41.1653680229793], [-8.60483865306122, 41.1654219862226], [-8.60444669387755, 41.1654064210565], [-8.60405473469388, 41.1653908558904], [-8.6036627755102, 41.1653752907242], [-8.60327081632653, 41.1653597255581], [-8.60287885714286, 41.165344160392], [-8.60248689795918, 41.1651262653061], [-8.60209493877551, 41.1645280118152], [-8.60170297959184, 41.1639152158423], [-8.60131102040816, 41.1641543773781], [-8.60091906122449, 41.1643935389139], [-8.60052710204082, 41.1646253877551], [-8.60013514285714, 41.1648431428571], [-8.59974318367347, 41.1650608979592], [-8.5993512244898, 41.1652786530612], [-8.59895926530612, 41.1654964081633], [-8.59856730612245, 41.1656988927486], [-8.59817534693878, 41.1658586002915], [-8.5977833877551, 41.1659873868805], [-8.59739142857143, 41.1661161734694], [-8.59699946938776, 41.1662449600583], [-8.59660751020408, 41.1663737466472], [-8.59621555102041, 41.1665025332361], [-8.59582359183673, 41.1666306728039], [-8.59543163265306, 41.1667513848713], [-8.59503967346939, 41.1668720969388], [-8.59464771428571, 41.1669928090062], [-8.59425575510204, 41.1671135210736], [-8.59386379591837, 41.1672342331411], [-8.59347183673469, 41.1673549452085], [-8.59307987755102, 41.1675489553331], [-8.59268791836735, 41.1677683538699], [-8.59229595918367, 41.1679877524066], [-8.591904, 41.168169]]
[[-8.620371, 41.147199], [-8.61990630612245, 41.1473354618507], [-8.6194416122449, 41.1473991225649], [-8.61897691836735, 41.1474627832792], [-8.6185122244898, 41.1475264439935], [-8.61804753061224, 41.1475901047078], [-8.61758283673469, 41.1476537654221], [-8.61711814285714, 41.1477174261364], [-8.61665344897959, 41.1477810868506], [-8.61618875510204, 41.1478447475649], [-8.61572406122449, 41.1479084082792], [-8.61525936734694, 41.1479720689935], [-8.61479467346939, 41.1480357297078], [-8.61432997959184, 41.1480993904221], [-8.61386528571429, 41.1481630511364], [-8.61340059183673, 41.1482267118506], [-8.61293589795918, 41.1481529395221], [-8.61247120408163, 41.147991], [-8.61200651020408, 41.148547905945], [-8.61154181632653, 41.1492310115351], [-8.61107712244898, 41.1501401952085], [-8.61061242857143, 41.1510651428571], [-8.61014773469388, 41.1533129105181], [-8.60968304081633, 41.161211122449], [-8.60921834693877, 41.1624461552095], [-8.60875365306122, 41.1636005180534], [-8.60828895918367, 41.165677923634], [-8.60782426530612, 41.1660326899276], [-8.60735957142857, 41.1663223018868], [-8.60689487755102, 41.166506425876], [-8.60643018367347, 41.1679643877551], [-8.60596548979592, 41.1695133673469], [-8.60550079591837, 41.1730588681319], [-8.60503610204082, 41.1723103024119], [-8.60457140816326, 41.1717611187384], [-8.60410671428571, 41.1722962793932], [-8.60364202040816, 41.1732544534947], [-8.60317732653061, 41.173719006751], [-8.60271263265306, 41.173747277101], [-8.60224793877551, 41.1737755474509], [-8.60178324489796, 41.1738038178009], [-8.60131855102041, 41.1738320881509], [-8.60085385714286, 41.1757157857143], [-8.60038916326531, 41.1799883877551], [-8.59992446938776, 41.1755001428571], [-8.5994597755102, 41.1775562762692], [-8.59899508163265, 41.1784703022432], [-8.5985303877551, 41.1798439266175], [-8.59806569387755, 41.1820631632653], [-8.597601, 41.181345]]
[[-8.614755, 41.150376], [-8.61454855102041, 41.1515518615794], [-8.61434210204082, 41.1511004200901], [-8.61413565306123, 41.1506446236417], [-8.61392920408163, 41.1501888271932], [-8.61372275510204, 41.1521977919684], [-8.61351630612245, 41.1531089142857], [-8.61330985714286, 41.1548275384616], [-8.61310340816327, 41.1648323736264], [-8.61289695918367, 41.1748372087912], [-8.61269051020408, 41.1755040177749], [-8.61248406122449, 41.1519754937459], [-8.6122776122449, 41.1732031836736], [-8.61207116326531, 41.1588664489797], [-8.61186471428572, 41.1575984999999], [-8.61165826530612, 41.1695209285715], [-8.61145181632653, 41.1813492244898], [-8.61124536734694, 41.1596203923634], [-8.61103891836735, 41.1505176352041], [-8.61083246938776, 41.1593281338396], [-8.61062602040816, 41.175051864262], [-8.61041957142857, 41.1577698732719], [-8.61021312244898, 41.1618422458854], [-8.61000667346939, 41.165914618499], [-8.6098002244898, 41.1699869911125], [-8.6095937755102, 41.1740593637261], [-8.60938732653061, 41.1781317363397], [-8.60918087755102, 41.1751893885401], [-8.60897442857143, 41.1667011593407], [-8.60876797959184, 41.1583761849489], [-8.60856153061225, 41.1665696288265], [-8.60835508163265, 41.174763072704], [-8.60814863265306, 41.1678663061225], [-8.60794218367347, 41.1618143877548], [-8.60773573469388, 41.1751081282548], [-8.60752928571429, 41.1722160628079], [-8.60732283673469, 41.169323997361], [-8.6071163877551, 41.1664319319141], [-8.60690993877551, 41.1635398664673], [-8.60670348979592, 41.1644926147959], [-8.60649704081633, 41.1680796658163], [-8.60629059183674, 41.1746214936569], [-8.60608414285714, 41.1743015907336], [-8.60587769387755, 41.1739816878103], [-8.60567124489796, 41.1736617848869], [-8.60546479591837, 41.1733418819636], [-8.60525834693878, 41.1729250059416], [-8.60505189795918, 41.1723866706277], [-8.60484544897959, 41.1718483353139], [-8.604639, 41.17131]]
[[-8.64459, 41.130747], [-8.64387055102041, 41.1302962009011], [-8.64315110204082, 41.1294964183673], [-8.64243165306122, 41.1321388685913], [-8.64171220408163, 41.1305721882596], [-8.64099275510204, 41.1280284730815], [-8.64027330612245, 41.127836402992], [-8.63955385714286, 41.1276443329024], [-8.63883440816327, 41.1273689152588], [-8.63811495918367, 41.1270163376132], [-8.63739551020408, 41.1266002069515], [-8.63667606122449, 41.1261468042092], [-8.6359566122449, 41.1258310112597], [-8.63523716326531, 41.1259798627727], [-8.63451771428572, 41.1261287142857], [-8.63379826530612, 41.1262020190007], [-8.63307881632653, 41.1261193237157], [-8.63235936734694, 41.1260651188997], [-8.63163991836735, 41.1261728624667], [-8.63092046938776, 41.1262806060337], [-8.63020102040816, 41.1265530405513], [-8.62948157142857, 41.1269548107607], [-8.62876212244898, 41.127429744898], [-8.62804267346939, 41.1280792296846], [-8.6273232244898, 41.1287855977737], [-8.6266037755102, 41.1303225330132], [-8.62588432653061, 41.1303131284514], [-8.62516487755102, 41.1302277924594], [-8.62444542857143, 41.1299046501211], [-8.62372597959184, 41.1297288144712], [-8.62300653061225, 41.1299838888212], [-8.62228708163265, 41.1308429323789], [-8.62156763265306, 41.1311356697588], [-8.62084818367347, 41.1312010742115], [-8.62012873469388, 41.1312664786642], [-8.61940928571429, 41.132811326087], [-8.61868983673469, 41.1346725093168], [-8.6179703877551, 41.1347143010204], [-8.61725093877551, 41.1370140405319], [-8.61653148979592, 41.1371218325393], [-8.61581204081633, 41.1372296245467], [-8.61509259183673, 41.1373603825603], [-8.61437314285714, 41.1375326142857], [-8.61365369387755, 41.1377048460111], [-8.61293424489796, 41.1378770777365], [-8.61221479591837, 41.1382017756625], [-8.61149534693878, 41.1390420276424], [-8.61077589795918, 41.1398822796223], [-8.61005644897959, 41.1407225316022], [-8.609337, 41.139567]]
[[-8.614854, 41.163147], [-8.61478236734694, 41.1500919489796], [-8.61471073469388, 41.1506969300291], [-8.61463910204082, 41.1515836285715], [-8.61456746938775, 41.1531547714286], [-8.61449583673469, 41.1547259142857], [-8.61442420408163, 41.1562970571428], [-8.61435257142857, 41.1578682], [-8.61428093877551, 41.1594393428571], [-8.61420930612245, 41.1610104857143], [-8.61413767346939, 41.1625816285714], [-8.61406604081633, 41.1612202653061], [-8.61399440816326, 41.1585867118847], [-8.6139227755102, 41.1559531584634], [-8.61385114285714, 41.153319605042], [-8.61377951020408, 41.1519432512755], [-8.61370787755102, 41.1522633596939], [-8.61363624489796, 41.1525834681122], [-8.6135646122449, 41.1529035765306], [-8.61349297959184, 41.1525084705882], [-8.61342134693878, 41.1510631764706], [-8.61334971428571, 41.1500811071429], [-8.61327808163265, 41.1503563622449], [-8.61320644897959, 41.1506316173469], [-8.61313481632653, 41.150906872449], [-8.61306318367347, 41.151182127551], [-8.61299155102041, 41.1514573826531], [-8.61291991836735, 41.1517326377551], [-8.61284828571429, 41.1520078928571], [-8.61277665306122, 41.1522831479592], [-8.61270502040816, 41.1525584030612], [-8.6126333877551, 41.1528336581633], [-8.61256175510204, 41.1531089132653], [-8.61249012244898, 41.1533841683673], [-8.61241848979592, 41.1536594234694], [-8.61234685714286, 41.1549669183674], [-8.6122752244898, 41.1567168017493], [-8.61220359183674, 41.1580417729592], [-8.61213195918367, 41.1552087244898], [-8.61206032653061, 41.1520927040816], [-8.61198869387755, 41.1530225510204], [-8.61191706122449, 41.1571876040816], [-8.61184542857143, 41.1602248285714], [-8.61177379591837, 41.1618990765306], [-8.61170216326531, 41.1601610871985], [-8.61163053061225, 41.1605083970315], [-8.61155889795918, 41.1608557068646], [-8.61148726530612, 41.1612030166976], [-8.61141563265306, 41.1550616676385], [-8.611344, 41.161779]]
[[-8.64468, 41.15124], [-8.64345140816326, 41.1527913983193], [-8.64222281632653, 41.1530596917293], [-8.64099422448979, 41.1585583620094], [-8.63976563265306, 41.1564072567132], [-8.63853704081633, 41.1475276607143], [-8.63730844897959, 41.1412163485715], [-8.63607985714286, 41.1292945862069], [-8.63485126530612, 41.1451647551019], [-8.63362267346939, 41.1465469047856], [-8.63239408163265, 41.1379424811207], [-8.63116548979592, 41.1293380574557], [-8.62993689795918, 41.1207336337908], [-8.62870830612245, 41.1158658669471], [-8.62747971428571, 41.11553776695], [-8.62625112244898, 41.115209666953], [-8.62502253061225, 41.114881566956], [-8.62379393877551, 41.1145534669589], [-8.62256534693877, 41.1142477117128], [-8.62133675510204, 41.113974886878], [-8.62010816326531, 41.1137020620432], [-8.61887957142857, 41.1134292372084], [-8.61765097959184, 41.1131564123735], [-8.6164223877551, 41.1128834720928], [-8.61519379591837, 41.1126102506387], [-8.61396520408163, 41.1123370291846], [-8.6127366122449, 41.1120638077305], [-8.61150802040816, 41.1117905862763], [-8.61027942857143, 41.1114052828309], [-8.60905083673469, 41.1107785882793], [-8.60782224489796, 41.1101518937278], [-8.60659365306122, 41.1095251991762], [-8.60536506122449, 41.1085001645277], [-8.60413646938775, 41.1066467218599], [-8.60290787755102, 41.1049389783508], [-8.60167928571428, 41.1038404401544], [-8.60045069387755, 41.1027419019581], [-8.59922210204082, 41.1016433637617], [-8.59799351020408, 41.1008039982474], [-8.59676491836735, 41.0999810292881], [-8.59553632653061, 41.0991580603287], [-8.59430773469388, 41.0983168605965], [-8.59307914285714, 41.0973150857143], [-8.59185055102041, 41.096313310832], [-8.59062195918367, 41.0953115359498], [-8.58939336734694, 41.0929596678179], [-8.5881647755102, 41.0942294371643], [-8.58693618367347, 41.0963959422492], [-8.58570759183674, 41.0951987134801], [-8.584479, 41.095134]]
[[-8.623125, 41.1642], [-8.62305042857143, 41.1642013552124], [-8.62297585714286, 41.1641912779923], [-8.62290128571428, 41.1641812007722], [-8.62282671428571, 41.1641711235521], [-8.62275214285714, 41.164161046332], [-8.62267757142857, 41.164150969112], [-8.622603, 41.1641408918919], [-8.62252842857143, 41.1641308146718], [-8.62245385714286, 41.1641207374517], [-8.62237928571429, 41.1650842919255], [-8.62230471428571, 41.1662506863354], [-8.62223014285714, 41.1674170807453], [-8.62215557142857, 41.1685834751553], [-8.622081, 41.1697498695652], [-8.62200642857143, 41.1709162639752], [-8.62193185714286, 41.1720826583851], [-8.62185728571429, 41.173249052795], [-8.62178271428571, 41.174415447205], [-8.62170814285714, 41.1755818416149], [-8.62163357142857, 41.1767482360248], [-8.621559, 41.1776334], [-8.62148442857143, 41.1776148550107], [-8.62140985714286, 41.1775024413646], [-8.62133528571429, 41.1773900277186], [-8.62126071428571, 41.1772776140725], [-8.62118614285714, 41.1771652004264], [-8.62111157142857, 41.1770527867804], [-8.621037, 41.1769403731343], [-8.62096242857143, 41.1768279594883], [-8.62088785714286, 41.1739314107144], [-8.62081328571429, 41.1673598035715], [-8.62073871428571, 41.1640842857143], [-8.62066414285714, 41.1659298791209], [-8.62058957142857, 41.167460922078], [-8.620515, 41.1656915454546], [-8.62044042857143, 41.1719094642857], [-8.62036585714286, 41.1734058214286], [-8.62029128571429, 41.1672226071428], [-8.62021671428571, 41.1716230714286], [-8.62014214285714, 41.1738357272728], [-8.62006757142857, 41.1703240909091], [-8.619993, 41.1698262], [-8.61991842857143, 41.1694359428571], [-8.61984385714286, 41.1690456857143], [-8.61976928571429, 41.1692567142857], [-8.61969471428572, 41.1706101857143], [-8.61962014285714, 41.1719636571428], [-8.61954557142857, 41.1711804642857], [-8.619471, 41.17419]]
[[-8.612613, 41.145894], [-8.61244751020408, 41.145908144427], [-8.61228202040816, 41.145922288854], [-8.61211653061224, 41.145936433281], [-8.61195104081633, 41.145950577708], [-8.61178555102041, 41.145964722135], [-8.61162006122449, 41.145978866562], [-8.61145457142857, 41.1460144706854], [-8.61128908163265, 41.1460623001062], [-8.61112359183674, 41.146110129527], [-8.61095810204082, 41.1461579589477], [-8.6107926122449, 41.1462057883685], [-8.61062712244898, 41.1462536177893], [-8.61046163265306, 41.1463014472101], [-8.61029614285714, 41.1463492766309], [-8.61013065306122, 41.1463971060517], [-8.60996516326531, 41.1464555787628], [-8.60979967346939, 41.146549959662], [-8.60963418367347, 41.1466443405612], [-8.60946869387755, 41.1467387214605], [-8.60930320408163, 41.1468331023597], [-8.60913771428571, 41.1469274832589], [-8.6089722244898, 41.1470218641582], [-8.60880673469388, 41.1471883836735], [-8.60864124489796, 41.1474190198251], [-8.60847575510204, 41.1475986944606], [-8.60831026530612, 41.1478567161202], [-8.6081447755102, 41.1481319126347], [-8.60797928571429, 41.1484071091493], [-8.60781379591837, 41.1486823056638], [-8.60764830612245, 41.1489575021784], [-8.60748281632653, 41.149296134032], [-8.60731732653061, 41.1496360590182], [-8.60715183673469, 41.1499759840044], [-8.60698634693878, 41.1503159089906], [-8.60682085714286, 41.1506395081967], [-8.60665536734694, 41.1509623489461], [-8.60648987755102, 41.1512851896955], [-8.6063243877551, 41.1516160408163], [-8.60615889795918, 41.1519514334694], [-8.60599340816326, 41.1522868261224], [-8.60582791836735, 41.1526222187755], [-8.60566242857143, 41.1528662255639], [-8.60549693877551, 41.1530382478518], [-8.60533144897959, 41.1532102701396], [-8.60516595918367, 41.1533822924275], [-8.60500046938776, 41.1536185346939], [-8.60483497959184, 41.1539412397959], [-8.60466948979592, 41.1549670816326], [-8.604504, 41.159673]]
